path_name,overlapping_genes,adj_p_val
regulation of fibroblast migration (GO:0010762),['PRR5L'],0.44449991239098446
cellular response to steroid hormone stimulus (GO:0071383),['ATP1A2'],0.44449991239098446
chondroitin sulfate biosynthetic process (GO:0030206),['BCAN'],0.44449991239098446
endocardial cushion development (GO:0003197),['NOTCH1'],0.44449991239098446
extrinsic apoptotic signaling pathway in absence of ligand (GO:0097192),['ERBB3'],0.44449991239098446
NAD biosynthetic process (GO:0009435),['NUDT12'],0.44449991239098446
negative regulation of cell communication (GO:0010648),['ERBB3'],0.44449991239098446
negative regulation of peptidyl-serine phosphorylation (GO:0033137),['RASSF2'],0.44449991239098446
negative regulation of protein localization to cell periphery (GO:1904376),['DAB2'],0.44449991239098446
negative regulation of protein localization to plasma membrane (GO:1903077),['DAB2'],0.44449991239098446
negative regulation of reproductive process (GO:2000242),['GJA1'],0.44449991239098446
negative regulation of small GTPase mediated signal transduction (GO:0051058),['SPRY2'],0.44449991239098446
neuron apoptotic process (GO:0051402),['ERBB3'],0.44449991239098446
positive regulation of immune system process (GO:0002684),['VEGFA'],0.44449991239098446
peptidyl-tyrosine phosphorylation (GO:0018108),"['PDGFRA', 'EGFR']",0.45175217368691983
positive regulation of MAP kinase activity (GO:0043406),"['EGFR', 'VEGFA']",0.45175217368691983
positive regulation of protein polymerization (GO:0032273),"['CDC42EP2', 'CDC42EP1']",0.45175217368691983
regulation of plasma membrane bounded cell projection assembly (GO:0120032),"['ATP8B1', 'PLD1']",0.45341415202629065
wound healing (GO:0042060),"['PDGFRA', 'ERBB3']",0.45341415202629065
amino acid import (GO:0043090),['SLC1A3'],0.45341415202629065
regulation of adenylate cyclase activity (GO:0045761),['EDNRB'],0.45341415202629065
cell projection assembly (GO:0030031),['GSN'],0.45341415202629065
cellular response to osmotic stress (GO:0071470),['ZFP36L1'],0.45341415202629065
female gonad development (GO:0008585),['VEGFA'],0.45341415202629065
regulation of viral release from host cell (GO:1902186),['TRIM13'],0.45341415202629065
regulation of voltage-gated calcium channel activity (GO:1901385),['PDE4B'],0.45341415202629065
rRNA methylation (GO:0031167),['METTL15'],0.45341415202629065
limb morphogenesis (GO:0035108),['GLI3'],0.45341415202629065
membrane lipid metabolic process (GO:0006643),['GAL3ST1'],0.45341415202629065
zinc ion transmembrane transport (GO:0071577),['SLC39A12'],0.45341415202629065
negative regulation of biomineral tissue development (GO:0070168),['NOTCH1'],0.45341415202629065
neuronal action potential (GO:0019228),['MYH14'],0.45341415202629065
positive regulation of axon extension (GO:0045773),['VEGFA'],0.45341415202629065
"positive regulation of DNA-templated transcription, initiation (GO:2000144)",['MITF'],0.45341415202629065
positive regulation of neural precursor cell proliferation (GO:2000179),['VEGFA'],0.45341415202629065
positive regulation of peptidase activity (GO:0010952),['VSIR'],0.45341415202629065
protein localization to cell junction (GO:1902414),['HEG1'],0.45341415202629065
regulation of ERK1 and ERK2 cascade (GO:0070372),"['PDGFRA', 'NOTCH1', 'SPRY2', 'ABCA7', 'EGFR']",0.4589503137193897
protein tetramerization (GO:0051262),"['AQP4', 'PKD2L1']",0.4596707098934022
fatty acid biosynthetic process (GO:0006633),"['ACSBG1', 'ELOVL7']",0.4596707098934022
cellular response to oxidative stress (GO:0034599),"['PDGFRA', 'PRR5L', 'EGFR']",0.4596707098934022
acylglycerol biosynthetic process (GO:0046463),['PLA2G4A'],0.4596707098934022
regulation of calcium ion transmembrane transport (GO:1903169),['ATP1A2'],0.4596707098934022
blood vessel endothelial cell migration (GO:0043534),['VEGFA'],0.4596707098934022
regulation of cysteine-type endopeptidase activity (GO:2000116),['SOX2'],0.4596707098934022
regulation of interleukin-4 production (GO:0032673),['PRKCQ'],0.4596707098934022
cytoskeleton-dependent intracellular transport (GO:0030705),['MAP6D1'],0.4596707098934022
"DNA catabolic process, endonucleolytic (GO:0000737)",['DNASE1L2'],0.4596707098934022
ear morphogenesis (GO:0042471),['ZIC1'],0.4596707098934022
regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum (GO:0010880),['ATP1A2'],0.4596707098934022
regulation of SMAD protein signal transduction (GO:0060390),['DAB2'],0.4596707098934022
regulation of telomere capping (GO:1904353),['PRKCQ'],0.4596707098934022
membrane protein ectodomain proteolysis (GO:0006509),['PRKCQ'],0.4596707098934022
negative regulation of GTPase activity (GO:0034260),['PLXNB3'],0.4596707098934022
negative regulation of intracellular protein transport (GO:0090317),['APOD'],0.4596707098934022
negative regulation of smoothened signaling pathway (GO:0045879),['GLI3'],0.4596707098934022
positive regulation of cholesterol efflux (GO:0010875),['ABCA7'],0.4596707098934022
positive regulation of epithelial cell apoptotic process (GO:1904037),['GSN'],0.4596707098934022
positive regulation of interleukin-17 production (GO:0032740),['PRKCQ'],0.4596707098934022
positive regulation of receptor internalization (GO:0002092),['VEGFA'],0.4596707098934022
cell junction organization (GO:0034330),"['LRP4', 'LIMS2']",0.4596707098934022
cell morphogenesis involved in differentiation (GO:0000904),"['NTNG2', 'TYRO3']",0.4596707098934022
cytoskeleton-dependent cytokinesis (GO:0061640),"['ANLN', 'TRIM36']",0.4596707098934022
extrinsic apoptotic signaling pathway (GO:0097191),"['IFI27', 'ERBB3']",0.4596707098934022
negative regulation of epithelial cell proliferation (GO:0050680),"['SOX2', 'NFIB']",0.4596707098934022
positive regulation of protein secretion (GO:0050714),"['TCF7L2', 'WLS']",0.4596707098934022
membrane organization (GO:0061024),"['DAB2', 'AVP', 'TLCD1', 'SYNJ2', 'EGFR']",0.4661822583074363
regulation of actin filament polymerization (GO:0030833),"['CDC42EP2', 'CDC42EP1']",0.4672010041503888
neurotransmitter transport (GO:0006836),"['SLC1A3', 'ATP1A2']",0.4672010041503888
amino acid import across plasma membrane (GO:0089718),['SLC1A3'],0.4676001730533319
cardiac muscle cell differentiation (GO:0055007),['VEGFA'],0.4676001730533319
regulation of cytokine production involved in immune response (GO:0002718),['TRIL'],0.4676001730533319
cholesterol efflux (GO:0033344),['ABCA7'],0.4676001730533319
regulation of keratinocyte proliferation (GO:0010837),['ZFP36L1'],0.4676001730533319
regulation of monooxygenase activity (GO:0032768),['EGFR'],0.4676001730533319
extracellular matrix assembly (GO:0085029),['NTNG2'],0.4676001730533319
inner ear morphogenesis (GO:0042472),['ZIC1'],0.4676001730533319
leukotriene metabolic process (GO:0006691),['PLA2G4A'],0.4676001730533319
mammary gland development (GO:0030879),['VEGFA'],0.4676001730533319
negative regulation of lipid metabolic process (GO:0045833),['APOD'],0.4676001730533319
negative regulation of synaptic transmission (GO:0050805),['PRRT1'],0.4676001730533319
neuromuscular junction development (GO:0007528),['LRP4'],0.4676001730533319
positive regulation of cell-substrate junction organization (GO:0150117),['VEGFA'],0.4676001730533319
positive regulation of p38MAPK cascade (GO:1900745),['VEGFA'],0.4676001730533319
positive regulation of phospholipase activity (GO:0010518),['PDGFRA'],0.4676001730533319
positive regulation of viral life cycle (GO:1903902),['TYRO3'],0.4676001730533319
potassium ion homeostasis (GO:0055075),['ATP1A2'],0.4676001730533319
"protein alpha-1,2-demannosylation (GO:0036508)",['TRIM13'],0.4676001730533319
regulation of stress fiber assembly (GO:0051492),"['LPAR1', 'SORBS3']",0.4681808728743995
positive regulation of macromolecule biosynthetic process (GO:0010557),"['IL33', 'PLD1', 'EGFR']",0.4686196438095154
protein glycosylation (GO:0006486),"['GALNT6', 'GAL3ST1', 'PLOD1']",0.47409146396029594
positive regulation of DNA-binding transcription factor activity (GO:0051091),"['JUP', 'TRIM13', 'PRKCQ', 'PLPP3', 'VEGFA']",0.47409146396029594
cellular response to hypoxia (GO:0071456),"['EPAS1', 'ZFP36L1', 'VEGFA']",0.47409146396029594
regulation of AMPA receptor activity (GO:2000311),['PRRT1'],0.47409146396029594
regulation of cardiac muscle cell action potential (GO:0098901),['JUP'],0.47409146396029594
cardiac conduction system development (GO:0003161),['GJA1'],0.47409146396029594
regulation of epidermal cell differentiation (GO:0045604),['ZFP36L1'],0.47409146396029594
regulation of heterotypic cell-cell adhesion (GO:0034114),['MBP'],0.47409146396029594
regulation of interferon-alpha production (GO:0032647),['IRF3'],0.47409146396029594
regulation of mitochondrial fission (GO:0090140),['INF2'],0.47409146396029594
detection of chemical stimulus involved in sensory perception (GO:0050907),['PKD2L1'],0.47409146396029594
regulation of myotube differentiation (GO:0010830),['NOTCH1'],0.47409146396029594
divalent inorganic cation homeostasis (GO:0072507),['FAM20A'],0.47409146396029594
energy derivation by oxidation of organic compounds (GO:0015980),['NR4A3'],0.47409146396029594
response to hexose (GO:0009746),['TCF7L2'],0.47409146396029594
sodium ion homeostasis (GO:0055078),['ATP1A2'],0.47409146396029594
negative regulation of actin filament polymerization (GO:0030837),['GSN'],0.47409146396029594
negative regulation of cell junction assembly (GO:1901889),['APOD'],0.47409146396029594
negative regulation of endocytosis (GO:0045806),['ABCA7'],0.47409146396029594
negative regulation of signaling (GO:0023057),['ERBB3'],0.47409146396029594
peroxisome organization (GO:0007031),['PLAAT3'],0.47409146396029594
phosphatidylglycerol metabolic process (GO:0046471),['PLA2G4A'],0.47409146396029594
phosphatidylinositol dephosphorylation (GO:0046856),['SYNJ2'],0.47409146396029594
regulation of BMP signaling pathway (GO:0030510),"['NOTCH1', 'HES5']",0.4748299106467957
chloride transport (GO:0006821),"['CLIC4', 'SLC1A3']",0.4748299106467957
positive regulation of interleukin-6 production (GO:0032755),"['IL33', 'MBP']",0.4748299106467957
regulation of nucleic acid-templated transcription (GO:1903506),"['SOX2', 'NKX6-2', 'NOTCH1', 'NFIA', 'TFEB', 'PRKCQ', 'MITF', 'SOX6']",0.47800978615145423
negative regulation of developmental process (GO:0051093),"['NOTCH1', 'NFIB']",0.4815935377645788
positive regulation of endothelial cell proliferation (GO:0001938),"['PLXNB3', 'VEGFA']",0.4815935377645788
positive regulation of tumor necrosis factor production (GO:0032760),"['IL33', 'FRMD8']",0.4815935377645788
regulation of cell adhesion (GO:0030155),"['ERBB3', 'PLXNB3', 'VEGFA']",0.4815935377645788
regulation of chondrocyte differentiation (GO:0032330),['SOX6'],0.4815935377645788
cellular response to drug (GO:0035690),['PDE4B'],0.4815935377645788
regulation of regulatory T cell differentiation (GO:0045589),['VSIR'],0.4815935377645788
regulation of viral life cycle (GO:1903900),['TYRO3'],0.4815935377645788
hippo signaling (GO:0035329),['AMOTL2'],0.4815935377645788
lamellipodium assembly (GO:0030032),['S1PR1'],0.4815935377645788
membrane depolarization during action potential (GO:0086010),['ATP1A2'],0.4815935377645788
TOR signaling (GO:0031929),['PRR5L'],0.4815935377645788
mononuclear cell differentiation (GO:1903131),['VEGFA'],0.4815935377645788
negative regulation of cell development (GO:0010721),['NOTCH1'],0.4815935377645788
negative regulation of protein localization to membrane (GO:1905476),['DAB2'],0.4815935377645788
positive regulation of G1/S transition of mitotic cell cycle (GO:1900087),['EGFR'],0.4815935377645788
positive regulation of interleukin-2 production (GO:0032743),['PDE4B'],0.4815935377645788
negative regulation of protein serine/threonine kinase activity (GO:0071901),"['HEG1', 'SPRY2']",0.48413324596345864
bile acid biosynthetic process (GO:0006699),['CYP27A1'],0.4912610939607523
cellular lipid catabolic process (GO:0044242),['ENPP2'],0.4912610939607523
cellular response to cadmium ion (GO:0071276),['EGFR'],0.4912610939607523
chondroitin sulfate proteoglycan biosynthetic process (GO:0050650),['BCAN'],0.4912610939607523
regulation of toll-like receptor signaling pathway (GO:0034121),['TYRO3'],0.4912610939607523
response to glucocorticoid (GO:0051384),['ZFP36L1'],0.4912610939607523
L-alpha-amino acid transmembrane transport (GO:1902475),['SLC1A3'],0.4912610939607523
negative regulation of catalytic activity (GO:0043086),['NOTCH1'],0.4912610939607523
negative regulation of insulin receptor signaling pathway (GO:0046627),['PRKCQ'],0.4912610939607523
negative regulation of plasma membrane bounded cell projection assembly (GO:0120033),['PLXNB3'],0.4912610939607523
positive regulation of cellular component movement (GO:0051272),['VEGFA'],0.4912610939607523
positive regulation of gene silencing by miRNA (GO:2000637),['EGFR'],0.4912610939607523
presynaptic endocytosis (GO:0140238),['SYNJ2'],0.4912610939607523
regulation of NIK/NF-kappaB signaling (GO:1901222),"['RASSF2', 'EGFR']",0.4927190986984727
regulation of organelle organization (GO:0033043),"['CLIC4', 'ZEB2']",0.4927190986984727
regulation of protein localization to plasma membrane (GO:1903076),"['DAB2', 'EGFR']",0.4927190986984727
glycerophospholipid metabolic process (GO:0006650),"['PIGZ', 'PLA2G4A']",0.4927190986984727
skin development (GO:0043588),"['FA2H', 'CLIC4']",0.4927190986984727
negative regulation of cellular response to growth factor stimulus (GO:0090288),"['NOTCH1', 'SPRY2']",0.4927190986984727
positive regulation of cell adhesion (GO:0045785),"['MEGF10', 'VEGFA']",0.4927190986984727
negative regulation of protein modification process (GO:0031400),"['PRR5L', 'PLPP3']",0.4950966818404968
phospholipase C-activating G protein-coupled receptor signaling pathway (GO:0007200),"['GPR17', 'LPAR1']",0.4950966818404968
positive regulation of tumor necrosis factor superfamily cytokine production (GO:1903557),"['IL33', 'FRMD8']",0.4950966818404968
regulation of B cell activation (GO:0050864),['ZFP36L1'],0.4950966818404968
bile acid and bile salt transport (GO:0015721),['ATP8B1'],0.4950966818404968
cellular response to acid chemical (GO:0071229),['VEGFA'],0.4950966818404968
cellular response to interleukin-6 (GO:0071354),['ST18'],0.4950966818404968
cellular zinc ion homeostasis (GO:0006882),['SLC39A12'],0.4950966818404968
regulation of multicellular organismal development (GO:2000026),['PTN'],0.4950966818404968
regulation of neuron migration (GO:2001222),['NTNG2'],0.4950966818404968
glycogen metabolic process (GO:0005977),['PHKG1'],0.4950966818404968
GPI anchor metabolic process (GO:0006505),['PIGZ'],0.4950966818404968
sarcomere organization (GO:0045214),['CSRP1'],0.4950966818404968
negative regulation of calcium ion transmembrane transporter activity (GO:1901020),['ATP1A2'],0.4950966818404968
negative regulation of cellular response to insulin stimulus (GO:1900077),['PRKCQ'],0.4950966818404968
positive regulation of cell communication (GO:0010647),['WLS'],0.4950966818404968
positive regulation of fibroblast proliferation (GO:0048146),['PDGFRA'],0.4950966818404968
positive regulation of phosphatidylinositol 3-kinase activity (GO:0043552),['PDGFRA'],0.4950966818404968
positive regulation of response to wounding (GO:1903036),['PTN'],0.4950966818404968
protein depolymerization (GO:0051261),['GSN'],0.4950966818404968
protein localization to cell surface (GO:0034394),['PRRT1'],0.4950966818404968
positive regulation of cell differentiation (GO:0045597),"['GJA1', 'DAB2', 'PTN', 'SOX6', 'ZFP36L1']",0.4950966818404968
regulation of cellular component organization (GO:0051128),"['PRKCQ', 'SGK2', 'ERMN']",0.49637560141379794
transcription by RNA polymerase II (GO:0006366),"['NR4A2', 'NFIX', 'NR4A3', 'NOTCH1', 'PRRX1', 'LHX1']",0.49866851551519786
transcription initiation from RNA polymerase II promoter (GO:0006367),"['NR4A2', 'NOTCH1', 'NR4A3']",0.5011136080109888
neuron projection morphogenesis (GO:0048812),"['NTNG2', 'LRP4', 'DSCAML1']",0.5011136080109888
long-chain fatty acid metabolic process (GO:0001676),"['PLA2G4A', 'ACSBG1']",0.5036461430640221
regulation of small GTPase mediated signal transduction (GO:0051056),"['ARAP2', 'ARHGEF19', 'ARHGAP29']",0.5036461430640221
actin filament polymerization (GO:0030041),['GSN'],0.5036461430640221
beta-catenin-TCF complex assembly (GO:1904837),['TCF7L2'],0.5036461430640221
determination of bilateral symmetry (GO:0009855),['NOTCH1'],0.5036461430640221
response to cadmium ion (GO:0046686),['EGFR'],0.5036461430640221
lamellipodium organization (GO:0097581),['S1PR1'],0.5036461430640221
lipid catabolic process (GO:0016042),['PLAAT3'],0.5036461430640221
negative regulation of epithelial to mesenchymal transition (GO:0010719),['SPRY2'],0.5036461430640221
negative regulation of interferon-gamma production (GO:0032689),['VSIR'],0.5036461430640221
negative regulation of DNA-binding transcription factor activity (GO:0043433),"['TCF7L2', 'ID3', 'HES1']",0.5101707400370767
nitrogen compound transport (GO:0071705),"['SLC7A11', 'SLC38A3', 'SLC7A10']",0.5101707400370767
regulation of angiogenesis (GO:0045765),"['JUP', 'GAB1', 'SPRY2', 'VEGFA']",0.5101707400370767
protein N-linked glycosylation via asparagine (GO:0018279),['ST6GAL1'],0.5101707400370767
cardiac muscle cell action potential (GO:0086001),['ATP1A2'],0.5101707400370767
cell projection organization (GO:0030030),['GSN'],0.5101707400370767
chondroitin sulfate metabolic process (GO:0030204),['BCAN'],0.5101707400370767
regulation of long-term synaptic potentiation (GO:1900271),['PTN'],0.5101707400370767
regulation of macrophage activation (GO:0043030),['IL33'],0.5101707400370767
regulation of protein localization to membrane (GO:1905475),['GSN'],0.5101707400370767
respiratory tube development (GO:0030323),['VEGFA'],0.5101707400370767
heterotypic cell-cell adhesion (GO:0034113),['JUP'],0.5101707400370767
long-chain fatty acid biosynthetic process (GO:0042759),['ACSBG1'],0.5101707400370767
TRIF-dependent toll-like receptor signaling pathway (GO:0035666),['IRF3'],0.5101707400370767
zinc ion homeostasis (GO:0055069),['SLC39A12'],0.5101707400370767
plasma membrane invagination (GO:0099024),['GSN'],0.5101707400370767
positive regulation of lipid kinase activity (GO:0090218),['PDGFRA'],0.5101707400370767
positive regulation of phosphate metabolic process (GO:0045937),['EGFR'],0.5101707400370767
positive regulation of small GTPase mediated signal transduction (GO:0051057),['NOTCH1'],0.5101707400370767
negative regulation of defense response (GO:0031348),"['TNFAIP6', 'TYRO3']",0.5104645650492553
regulation of interferon-gamma production (GO:0032649),"['PDE4B', 'VSIR']",0.5164774688603766
regulation of Ras protein signal transduction (GO:0046578),"['NOTCH1', 'SPRY2']",0.5164774688603766
negative regulation of phosphorylation (GO:0042326),"['PRR5L', 'PLPP3']",0.5164774688603766
positive regulation of endothelial cell migration (GO:0010595),"['PLPP3', 'VEGFA']",0.5164774688603766
protein-containing complex assembly (GO:0065003),"['TCF7L2', 'MITF', 'HES1', 'HES5', 'SKAP2']",0.5178155390454879
cardiac muscle cell action potential involved in contraction (GO:0086002),['GJA1'],0.5178155390454879
cellular response to cAMP (GO:0071320),['ZFP36L1'],0.5178155390454879
MyD88-independent toll-like receptor signaling pathway (GO:0002756),['IRF3'],0.5178155390454879
negative regulation of osteoblast differentiation (GO:0045668),['NOTCH1'],0.5178155390454879
negative regulation of response to biotic stimulus (GO:0002832),['TYRO3'],0.5178155390454879
peptide cross-linking (GO:0018149),['ABCA7'],0.5178155390454879
peptidyl-asparagine modification (GO:0018196),['ST6GAL1'],0.5178155390454879
phosphatidylethanolamine metabolic process (GO:0046337),['PLAAT3'],0.5178155390454879
prostaglandin metabolic process (GO:0006693),['PLA2G4A'],0.5178155390454879
regulation of transcription from RNA polymerase II promoter in response to stress (GO:0043618),"['EPAS1', 'VEGFA']",0.5193992444610395
sodium ion transmembrane transport (GO:0035725),"['PKD2L1', 'ATP1A2']",0.5193992444610395
positive regulation of cytosolic calcium ion concentration (GO:0007204),"['PDGFRA', 'GPR17', 'LPAR1']",0.5234973093640497
metal ion transport (GO:0030001),"['NIPAL4', 'CDH23']",0.5243466584720924
positive regulation of neuron projection development (GO:0010976),"['PLXNB3', 'PTN']",0.5243466584720924
aortic valve morphogenesis (GO:0003180),['NOTCH1'],0.5243466584720924
regulation of cell morphogenesis (GO:0022604),['NTNG2'],0.5243466584720924
regulation of cellular biosynthetic process (GO:0031326),['MITF'],0.5243466584720924
regulation of chemotaxis (GO:0050920),['PDGFRA'],0.5243466584720924
GPI anchor biosynthetic process (GO:0006506),['PIGZ'],0.5243466584720924
skeletal muscle organ development (GO:0060538),['MYH14'],0.5243466584720924
metal ion export (GO:0070839),['ATP1A2'],0.5243466584720924
negative regulation of cell-matrix adhesion (GO:0001953),['APOD'],0.5243466584720924
negative regulation of intracellular steroid hormone receptor signaling pathway (GO:0033144),['DAB2'],0.5243466584720924
positive regulation of glucose transmembrane transport (GO:0010828),['NR4A3'],0.5243466584720924
positive regulation of lamellipodium organization (GO:1902745),['ENPP2'],0.5243466584720924
positive regulation of telomere maintenance (GO:0032206),['PRKCQ'],0.5243466584720924
regulation of cation channel activity (GO:2001257),"['PRRT1', 'FGF11']",0.5276477974647258
regulation of endothelial cell migration (GO:0010594),"['PTN', 'VEGFA']",0.5276477974647258
sodium ion transport (GO:0006814),"['PKD2L1', 'ATP1A2']",0.531283423740163
positive regulation of autophagy (GO:0010508),"['TFEB', 'TRIM13']",0.531283423740163
positive regulation of binding (GO:0051099),"['TCF7L2', 'HES1']",0.531283423740163
bile acid metabolic process (GO:0008206),['CYP27A1'],0.531283423740163
regulation of cholesterol efflux (GO:0010874),['ABCA7'],0.531283423740163
regulation of protein localization to cell surface (GO:2000008),['ABCA7'],0.531283423740163
regulation of sprouting angiogenesis (GO:1903670),['VEGFA'],0.531283423740163
lytic vacuole organization (GO:0080171),['TFEB'],0.531283423740163
negative chemotaxis (GO:0050919),['SEMA6D'],0.531283423740163
negative regulation of smooth muscle cell proliferation (GO:0048662),['APOD'],0.531283423740163
positive regulation of cholesterol transport (GO:0032376),['ABCA7'],0.531283423740163
positive regulation of organelle organization (GO:0010638),['SORBS3'],0.531283423740163
positive regulation of telomere maintenance via telomerase (GO:0032212),['PRKCQ'],0.531283423740163
negative regulation of inflammatory response (GO:0050728),"['POMC', 'TNFAIP6', 'TYRO3', 'AVP']",0.5316713420675827
regulation of actin cytoskeleton organization (GO:0032956),"['PDGFRA', 'ARHGEF19']",0.5359687626134106
positive regulation of supramolecular fiber organization (GO:1902905),"['CDC42EP2', 'CDC42EP1']",0.5359687626134106
positive regulation of protein modification process (GO:0031401),"['DAB2', 'FAM20A', 'EGFR', 'VEGFA']",0.5366154054732821
regulation of amyloid-beta formation (GO:1902003),['ABCA7'],0.5366154054732821
regulation of keratinocyte differentiation (GO:0045616),['ZFP36L1'],0.5366154054732821
regulation of lamellipodium assembly (GO:0010591),['PLXNB3'],0.5366154054732821
female gamete generation (GO:0007292),['PTN'],0.5366154054732821
regulation of transmembrane transport (GO:0034762),['KCNJ10'],0.5366154054732821
response to steroid hormone (GO:0048545),['ATP1A2'],0.5366154054732821
striated muscle tissue development (GO:0014706),['MYH14'],0.5366154054732821
synaptic vesicle recycling (GO:0036465),['SYNJ2'],0.5366154054732821
ventricular cardiac muscle tissue morphogenesis (GO:0055010),['NOTCH1'],0.5366154054732821
negative regulation of mitochondrion organization (GO:0010823),['AVP'],0.5366154054732821
positive regulation of DNA binding (GO:0043388),['HES1'],0.5366154054732821
positive regulation of telomerase activity (GO:0051973),['PRKCQ'],0.5366154054732821
protein destabilization (GO:0031648),['GSN'],0.5366154054732821
protein insertion into membrane (GO:0051205),['EGFR'],0.5366154054732821
regulation of endothelial cell proliferation (GO:0001936),"['PLXNB3', 'VEGFA']",0.5366154054732821
positive regulation of cellular component biogenesis (GO:0044089),"['CDC42EP2', 'VEGFA']",0.5366154054732821
transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169),"['PDGFRA', 'NR4A3', 'ERBB3', 'GAB1', 'TYRO3', 'EGFR', 'VEGFA']",0.5374919225487732
regulation of cellular macromolecule biosynthetic process (GO:2000112),"['SOX2', 'NKX6-2', 'NOTCH1', 'NFIA', 'TFEB', 'PRKCQ', 'MITF', 'SOX6']",0.5382013800904337
positive regulation of protein kinase activity (GO:0045860),"['RASSF2', 'ERBB3', 'VEGFA']",0.5415408500585257
visual perception (GO:0007601),"['CRYBG3', 'EYA4']",0.5415408500585257
regulation of cell growth (GO:0001558),"['GJA1', 'PRKCQ', 'SGK2', 'EGFR']",0.5415408500585257
blood vessel diameter maintenance (GO:0097746),['EDNRB'],0.5415408500585257
cellular response to amyloid-beta (GO:1904646),['GJA1'],0.5415408500585257
cellular response to virus (GO:0098586),['IRF3'],0.5415408500585257
regulation of ion transmembrane transport (GO:0034765),['KCNJ10'],0.5415408500585257
regulation of muscle cell differentiation (GO:0051147),['MEGF10'],0.5415408500585257
regulation of phosphatidylinositol 3-kinase activity (GO:0043551),['PDGFRA'],0.5415408500585257
respiratory system development (GO:0060541),['VEGFA'],0.5415408500585257
lung development (GO:0030324),['VEGFA'],0.5415408500585257
muscle cell differentiation (GO:0042692),['MEGF10'],0.5415408500585257
positive regulation of cell cycle G1/S phase transition (GO:1902808),['EGFR'],0.5415408500585257
positive regulation of lymphocyte activation (GO:0051251),['PRKCQ'],0.5415408500585257
positive regulation of reproductive process (GO:2000243),['VEGFA'],0.5415408500585257
negative regulation of MAPK cascade (GO:0043409),"['SPRY2', 'ABCA7']",0.5437240322416507
aortic valve development (GO:0003176),['NOTCH1'],0.5486464460524713
regulation of androgen receptor signaling pathway (GO:0060765),['DAB2'],0.5486464460524713
regulation of cardiac muscle contraction (GO:0055117),['PDE4B'],0.5486464460524713
regulation of mRNA processing (GO:0050684),['ZFP36L1'],0.5486464460524713
regulation of receptor internalization (GO:0002090),['VEGFA'],0.5486464460524713
"Wnt signaling pathway, calcium modulating pathway (GO:0007223)",['TCF7L2'],0.5486464460524713
negative regulation of toll-like receptor signaling pathway (GO:0034122),['TYRO3'],0.5486464460524713
positive regulation of bone mineralization (GO:0030501),['PTN'],0.5486464460524713
positive regulation of interferon-beta production (GO:0032728),['IRF3'],0.5486464460524713
positive regulation of myeloid leukocyte differentiation (GO:0002763),['ZFP36L1'],0.5486464460524713
positive regulation of telomere maintenance via telomere lengthening (GO:1904358),['PRKCQ'],0.5486464460524713
T cell receptor signaling pathway (GO:0050852),"['MOG', 'PDE4B', 'PRKCQ']",0.5530081927392537
protein autophosphorylation (GO:0046777),"['PDGFRA', 'TYRO3', 'EGFR']",0.5566001901653248
proton transmembrane transport (GO:1902600),['ATP1A2'],0.5566001901653248
regulation of actin cytoskeleton reorganization (GO:2000249),['PDGFRA'],0.5566001901653248
regulation of erythrocyte differentiation (GO:0045646),['ZFP36L1'],0.5566001901653248
regulation of p38MAPK cascade (GO:1900744),['VEGFA'],0.5566001901653248
skeletal muscle tissue development (GO:0007519),['MYH14'],0.5566001901653248
negative regulation of epithelial cell apoptotic process (GO:1904036),['TCF7L2'],0.5566001901653248
phospholipid biosynthetic process (GO:0008654),['MBOAT1'],0.5566001901653248
regulation of apoptotic process (GO:0042981),"['DAB2', 'TNFAIP8', 'RASSF2', 'IRF3', 'ARHGEF19', 'SPRY2', 'SOX8', 'AVP', 'CRYAB', 'EGFR', 'POU3F3', 'VEGFA']",0.56238333580167
actin-myosin filament sliding (GO:0033275),['TNNI1'],0.56238333580167
regulation of apoptotic signaling pathway (GO:2001233),['NR4A2'],0.56238333580167
regulation of axon extension (GO:0030516),['MAG'],0.56238333580167
response to cAMP (GO:0051591),['ZFP36L1'],0.56238333580167
response to estradiol (GO:0032355),['EGFR'],0.56238333580167
lysosome organization (GO:0007040),['TFEB'],0.56238333580167
synaptic vesicle endocytosis (GO:0048488),['SYNJ2'],0.56238333580167
mRNA destabilization (GO:0061157),['ZFP36L1'],0.56238333580167
muscle filament sliding (GO:0030049),['TNNI1'],0.56238333580167
negative regulation of innate immune response (GO:0045824),['TYRO3'],0.56238333580167
positive regulation of insulin secretion (GO:0032024),['TCF7L2'],0.56238333580167
positive regulation of potassium ion transport (GO:0043268),['KCNJ10'],0.56238333580167
positive regulation of signaling (GO:0023056),['WLS'],0.56238333580167
positive regulation of stress-activated MAPK cascade (GO:0032874),"['RASSF2', 'VEGFA']",0.5640037898144064
cell-matrix adhesion (GO:0007160),"['ITGB5', 'ITGA10']",0.5671355746312317
regulation of cellular component biogenesis (GO:0044087),['NOTCH1'],0.5671355746312317
regulation of dendrite development (GO:0050773),['PTN'],0.5671355746312317
regulation of exit from mitosis (GO:0007096),['ANLN'],0.5671355746312317
regulation of heart rate by cardiac conduction (GO:0086091),['JUP'],0.5671355746312317
regulation of nitric-oxide synthase activity (GO:0050999),['EGFR'],0.5671355746312317
